Video_name,Caption,Gloss,Video_path
tSNZyQyZZKLJ96rbT1n8,There’s a large amount of data online about that topic.,IX-ONE-s:3 LARGE amount fs-DATA ONLINE when THAT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/tSNZyQyZZKLJ96rbT1n8
2FK5T3nuxmG8unoQfrcQ,Can I have a coke with that?,CAN HAVE fs-COKE WITH THAT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/2FK5T3nuxmG8unoQfrcQ
nLLPg1otZv81gBZLv0Bl,They both love chocolate ice cream,"IX-ONE-s:1,2 BOTH love CHOCOLATE ICE-CREAM",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/nLLPg1otZv81gBZLv0Bl
LvNoIAwQedYp8KtuAD4c,This is my favorite cookie,THIS MY FAVORITE COOKIE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/LvNoIAwQedYp8KtuAD4c
qM2MKJiCCD5DGRYvlJCa,"Let’s buy some food, i’m hungry!",LET-US BUY SOME FOOD ME HUNGRY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/qM2MKJiCCD5DGRYvlJCa
ZGm2ad5i5rMxvczGobox,This is my favorite part of the movie!,THIS MY FAVORITE PART MOVIE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ZGm2ad5i5rMxvczGobox
85J4phTwdZaBgupIhau0,It's so challenging to discipline kids these days.,CHILDREN DISCIPLINE HARD NOW,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/85J4phTwdZaBgupIhau0
Yi70rY9ekqJmerdhXE5u,Let’s move on to the next tourist spot.,GO AHEAD MOVE ANOTHER TRAVEL PLACE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Yi70rY9ekqJmerdhXE5u
09iIXS0D56gxvmYHBjRO,Perhaps we can arrive at a compromise.,MAYBE CAN WE MAKE COMPROMISE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/09iIXS0D56gxvmYHBjRO
z5kQC9wCPEi72wfdcWLK,can we talk in private?,CAN WE TALK PRIVATE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/z5kQC9wCPEi72wfdcWLK
vORlDwHgvhWfTuVOm2rj,How can we simplify this data?,HOW SIMPLE THIS fs-DATA,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vORlDwHgvhWfTuVOm2rj
jhFLUG2eOjCFY0xnInJT,Can you turn on the lights?,CAN YOU LIGHT ON,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/jhFLUG2eOjCFY0xnInJT
l17dGvCZSvdGplZAXwyd,Please leave some space to write down your phone number.,PLEASE LEAVE SOME WRITE YOUR PHONE NUMBER #SPACE BLANK,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/l17dGvCZSvdGplZAXwyd
45AmFa3MZaFNXHcnxzkt,This is a big decision for me.,THIS BIG DECISION FOR ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/45AmFa3MZaFNXHcnxzkt
8MDQzLvH1yQuGxqfk2Na,You need to type in your password.,need TYPE YOUR PRIVATE YOU,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/8MDQzLvH1yQuGxqfk2Na
3Lp6uleN6BFd9y4GdJej,Please throw the trash out.,PLEASE THROW OUT TRASH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/3Lp6uleN6BFd9y4GdJej
GjTPdSY82AkAq1nS8BMN,I like this bag better than the other one you showed me.,IX-ONE-s:3 #BAG ME LIKE BETTER IX-ONE-s:3 YOU SHOW-ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/GjTPdSY82AkAq1nS8BMN
sf7NwrE40rW6J7ioOWPp,Perhaps we can arrive at a compromise.,"IX-K-p:A,S CAN ARRIVE WHICHEVER IX-K-p:A,S AGREE",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/sf7NwrE40rW6J7ioOWPp
ODdtT1uu1tCZPzwPc11i,"During the session, I saw him fall asleep",during this meeting me see ix-one-s:1 sleep,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ODdtT1uu1tCZPzwPc11i
PE3YpQMOwYgque6QFm8k,I’ll finish it later.,ME FINISH LATER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PE3YpQMOwYgque6QFm8k
IoFEIPCNU703H2GReBpp,This is her most recent social media post.,HER MOST RECENT #-SOCIAL MEDIA POST,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/IoFEIPCNU703H2GReBpp
dYv5wLZtBDF4sEfMwnbg,How would you rate the hotel’s service?,HOW YOU fs-RATE HOTEL service,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/dYv5wLZtBDF4sEfMwnbg
O41BfgjEl6QdTSn9tqG8,I love what you're wearing!,ME LOVE YOU WEAR,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/O41BfgjEl6QdTSn9tqG8
tPPcAoZnuirVSi0PYbzB,Please look this way,please look this way,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/tPPcAoZnuirVSi0PYbzB
K50wkw2OLEWBZXPP9Rgd,i want you to leave.,ME WANT YOU LEAVE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/K50wkw2OLEWBZXPP9Rgd
XOXZRZJndXDCbUf6UntO,Let's go to the park,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/XOXZRZJndXDCbUf6UntO
zHQp2qmkQiB0ok97IJu7,why did you open and read it?,WHY YOU OPEN AND READ THAT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/zHQp2qmkQiB0ok97IJu7
Q022exh2I42CL5cyhBiS,I’ve seen that guy in school before.,     ,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Q022exh2I42CL5cyhBiS
ODIKeGuQQEqkWgcBy3ud,What if I fail?,WHAT fs-IF ME FAIL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ODIKeGuQQEqkWgcBy3ud
UfDL7gijA2fuVN5qoX87,Can we record the minutes of this meeting please.,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/UfDL7gijA2fuVN5qoX87
czQg9YrayS2etw448wUI,Before I go to bed I always wash my face.,BEFORE ME SLEEP ALWAYS WASH FACE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/czQg9YrayS2etw448wUI
lM2nCQ73H9Mib4ghhSPO,there’s a certain kind of magic in the air now.,NOW HAVE SPECIFIC TYPE MAGIC IN fs-AIR,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/lM2nCQ73H9Mib4ghhSPO
7UCMPnkRYhSkLEdGhosB,I’m scared to check what’s behind that door.,ME SCARE CHECK WHAT BEHIND DOOR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/7UCMPnkRYhSkLEdGhosB
9i7fX8nolDpVsdkfEQwD,I hope the government does something about the poverty in this country.,ME HOPE GOVERNMENT do SOMETHING ABOUT poverty THIS country,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/9i7fX8nolDpVsdkfEQwD
Qg7s05pIiDpg9oTW9Fj3,I’m actually just heading out.,ME JUST OUT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Qg7s05pIiDpg9oTW9Fj3
LeruFih1Th91BKCgRuqW,That’s a piece of cake!,THAT EASY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/LeruFih1Th91BKCgRuqW
K7GubB6O2juu0iV6682s,The night is young.,NIGHT YOUNG,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/K7GubB6O2juu0iV6682s
RUX55f8YH9nQZ5kyTL75,Her foot got caught in one of the ropes.,HER FOOT CATCH ROPE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/RUX55f8YH9nQZ5kyTL75
q3wwVmV7ZypeRZIe3QLb,i think i need to lie down.,ME THINK ME NEED lay-down,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/q3wwVmV7ZypeRZIe3QLb
eejb8ShdSbvRmuwSzVti,Did you pick a color theme already?,FINISH YOU pick COLOR THEME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/eejb8ShdSbvRmuwSzVti
yGCGNxF3v24KCAiSxYzv,How do I turn this on?,HOW ME TURN ON,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/yGCGNxF3v24KCAiSxYzv
oBLAScG2qLNhpmgyOkbh,There are so many things I want to learn.,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/oBLAScG2qLNhpmgyOkbh
df2eSJyYtqwcFiUILzXv,I am going to the doctor because my sister's friend had been sick.,ME GO DOCTOR WHY? MY SISTER FRIEND SICK,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/df2eSJyYtqwcFiUILzXv
TN2XA3S4kitrz7tcvyFR,Can you draw this for me?,CAN YOU DRAW THIS FOR ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/TN2XA3S4kitrz7tcvyFR
yNm6S6JPLQEHJMiErM4F,The fuel industry is hiking prices,gas industry price increase,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/yNm6S6JPLQEHJMiErM4F
tce1b1V1vibSe33FGifk,Let me choose a color.,CHOOSE COLOR LET ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/tce1b1V1vibSe33FGifk
0KjLYdesBKo5Yw2Efz1h,With great power comes great responsibility.,POWER COME RESPONSIBLE WITH BIG BIG,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/0KjLYdesBKo5Yw2Efz1h
lX1p9yynVZ34jeEeqkOn,I already asked him to resend his report,ME ALREADY ASK IX-ONE-s:1 SEND AGAIN POSS-s:2 REPORT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/lX1p9yynVZ34jeEeqkOn
JrGGOuBizmsjYZZCh7jc,I just saw a child cross the street by herself.,JUST SEE CHILD CROSS STREET HERSELF,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/JrGGOuBizmsjYZZCh7jc
ey342OD7ms6OOtXPJBxc,Let’s go inside my car.,COME INSIDE MY CAR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ey342OD7ms6OOtXPJBxc
okAt8UNYqOQKqA9DgkCv,She has long brown hair.,IX-ONE-s:3  HAVE long BROWN HAIR,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/okAt8UNYqOQKqA9DgkCv
UFXcOPJI9lg3OgJsnooY,"You're right, I want to go back there.",YOU RIGHT ME WANT #BACK IX-ONE-s:1,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/UFXcOPJI9lg3OgJsnooY
yUl03hCBXKQ6hjGSoRNS,i have a small favor to ask you.,ME HAVE SMALL PLEASE ASK YOU,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/yUl03hCBXKQ6hjGSoRNS
TE1rpchPLH3cq6VAY5Z3,"Hi, can I have a table for two?",HI CAN ME table TWO,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/TE1rpchPLH3cq6VAY5Z3
Tzf5IiIxGWZm3VL8fLFj,i buy from his bakery as often as i can.,ME BUY FROM POSS-s:1 fs-BAKERY OFTEN WHEN ME CAN,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/Tzf5IiIxGWZm3VL8fLFj
m7SLVNCQAYQGzRXkOTh5,He took a step toward her.,fs-HE TAKE IX-ONE-s:3 fs-HER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/m7SLVNCQAYQGzRXkOTh5
JruqW7cZXmOMjenMIOl2,Do you allow your kids to play outside the house?,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/JruqW7cZXmOMjenMIOl2
moXfPaUxGWw9uM6IkuNh,I need to go to work,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/moXfPaUxGWw9uM6IkuNh
GmEo7qicARUJwnrgk78y,This is their house,"this poss-p: 3,4 house",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/GmEo7qicARUJwnrgk78y
oQiY0v7sIMyKn5GGBzcM,The result of this outreach program is amazing,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/oQiY0v7sIMyKn5GGBzcM
D4TfDttPE0IZshEyXTO9,What course did you take up in college?,WHICH COURSE YOU TAKE IN COLLEGE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/D4TfDttPE0IZshEyXTO9
nVmawGbczz6qghAjGsfR,I will help you find that place.,ME WILL HELP YOU FIND THAT PLACE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/nVmawGbczz6qghAjGsfR
rZstyLil32ODUyl0ky18,You can stay with me for a few weeks.,YOU CAN STAY WITH ME FEW WEEK,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/rZstyLil32ODUyl0ky18
FUmWpVbkDr0AfZYtEpre,Will you keep me company?,WILL YOU KEEP ME COMPANY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/FUmWpVbkDr0AfZYtEpre
AoM1cPdnllCd5LzWf7xo,My major is psychology. ,MAJOR WHAT PSYCHOLOGY MY,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/AoM1cPdnllCd5LzWf7xo
lpSiwSYQQj2EQ5eiSC2a,Describe yourself in one word.,DESCRIBE YOURSELF ONE WORD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/lpSiwSYQQj2EQ5eiSC2a
Hmcnvri60rFM23h3YBpK,Where’s the remote control? ,WHERE PRESS,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Hmcnvri60rFM23h3YBpK
hrnU5sa7yMYIM7VDyoId,I already asked him to resend his report.,ME FINISH IX-ONE-p:1 SEND POSS-s:1 REPORT ASK,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/hrnU5sa7yMYIM7VDyoId
Y5uDohbAVoIzFmPPbBNv,This is just between you and me.,THIS BETWEEN YOU ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/Y5uDohbAVoIzFmPPbBNv
chwj7D0cONVKfzNOOvo9,My baby niece likes to pull my hair.,MY BABY NIECE LIKE PULL HAIR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/chwj7D0cONVKfzNOOvo9
ujxxrDlAwtFYFKa5pq0V,She's laughing every minute of every day,ix-one-s:1 laugh every minute everyday,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ujxxrDlAwtFYFKa5pq0V
UV3410yzjTCZrsbs8fB8,Do you allow your kids to play outside the house?,your kid play outside house you allow,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/UV3410yzjTCZrsbs8fB8
R3wMZaMgCJqBuDxpK4fG,Can we go home now?,FINISH CAN WE GO HOME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/R3wMZaMgCJqBuDxpK4fG
Y9otzx1bssd7kxuEQXZC,how much did you spend on your last shopping spree?,HOW-MUCH YOU SPEND ON YOUR LAST STORE fs-SPREE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/Y9otzx1bssd7kxuEQXZC
PsXY6hAm9r2Yo9UrYSgP,She is in her room,IX-ONE-s:1  IN POSS-s:2 ROOM,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/PsXY6hAm9r2Yo9UrYSgP
ThbXfQ6pYSQ3n267l1VQ,I went to school at RIT.,ME GO FINISH SCHOOL WHERE fs-RIT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ThbXfQ6pYSQ3n267l1VQ
aW7tZD3qzXNDS0tK4l0d,Whose umbrella is this?,WHO UMBRELLA BELONG,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aW7tZD3qzXNDS0tK4l0d
BwDfvJTP0WjUtaHszkBC,His dad is in the military.,POSS-s:2 DAD INVOLVE MILITARY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/BwDfvJTP0WjUtaHszkBC
cJOM9MGMY6yNUVBonT55,Fresh farm produce is the best.,FRESH farm PRODUCE best,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/cJOM9MGMY6yNUVBonT55
zolsvPBv8mrcLxcUy9yE,Please look this way.,PLEASE LOOK THIS WAY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/zolsvPBv8mrcLxcUy9yE
5lzQJcQWgPWHI4sc3B3v,You both need to change into your sleep clothes now,"change sleep clothes ix-one-s:1,2 both need now",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/5lzQJcQWgPWHI4sc3B3v
onvrMrqR9doumVMxvgTY,She's a member of the babysitter's club,IX-ONE-s:1 MEMBER BABYSITTER fs-CLUB,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/onvrMrqR9doumVMxvgTY
sEDstJuow6auQ34xUpUO,i have to work this weekend.,ME NEED WORK THIS WEEKEND,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/sEDstJuow6auQ34xUpUO
WInSr09u0M1tCxlOzAUF,You're like family to me.,YOU LIKE FAMILY ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/WInSr09u0M1tCxlOzAUF
0D2NwVu1Xk8V1fBXWOby,,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/0D2NwVu1Xk8V1fBXWOby
s7gbCLaAAH08IMZThNJa,"I don't want my cat to die, let's take him to the vet please",cat die don't-want take cat+ fs-vet please my,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/s7gbCLaAAH08IMZThNJa
votT7K5SHMzOC2rOGjIo,They’ll require you to show your i.d.,WILL REQUIRE SHOW YOUR fs-I.D.,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/votT7K5SHMzOC2rOGjIo
fJKDw2XsBPnCz7nlmAks,We had breakfast and then we went to church.,WE  HAVE BREAKFAST THEN GO CHURCH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/fJKDw2XsBPnCz7nlmAks
D9mfIk7bRB8Hs5tF6C7K,I just want you to get the best education.,ME JUST WANT YOU GET BEST education,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/D9mfIk7bRB8Hs5tF6C7K
b2OfeOgutVNYjxTiBcmU,can i use your phone?,CAN ME USE YOUR PHONE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/b2OfeOgutVNYjxTiBcmU
2J2RuwK9uMxnAC6dzsn3,Do you have a specific dental service to treat this?,YOU HAVE SPECIFIC DENTAL SERVICE TREAT THIS,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/2J2RuwK9uMxnAC6dzsn3
SWDWt9hTqOy7tBRSVugb,My work load is so full now,busy workload now,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/SWDWt9hTqOy7tBRSVugb
hmoAStynP0LJoNIfAT3R,"Yeah, he did call me earlier.",YEAH fs-HE fs-DID CALL ME EARLY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/hmoAStynP0LJoNIfAT3R
h7DbjrD1AbdXWQuAExti,they have strong customer service here!,"HERE IX-ONE-p:2,3 HAVE STRONG CUSTOMER SERVICE",ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/h7DbjrD1AbdXWQuAExti
sqB7ewzamO42UDwaZmuH,I hope you consider my project proposal.,ME HOPE YOU CONSIDER MY PROJECT PROPOSAL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/sqB7ewzamO42UDwaZmuH
aAvdhDA9cLvc70gpjFc3,Would you help me out?,CAN YOU HELP ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aAvdhDA9cLvc70gpjFc3
8EaLeacvToYsfVCmKaIE,my cousin goes to school here.,MY COUSIN GO SCHOOL HERE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/8EaLeacvToYsfVCmKaIE
9wjirppIgSWOOcFycf5j,I'm too early for my appointment,me my appointment early,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/9wjirppIgSWOOcFycf5j
KBVagwqoziSlOQBdLV8T,I love you guys so much.,me LOVE  GUY SO MUCH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/KBVagwqoziSlOQBdLV8T
FKJuUNaLcoeYrAQIhfHQ,The american culture is so dynamic.,AMERICA CULTURE fs-SO fs-DYNAMIC,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/FKJuUNaLcoeYrAQIhfHQ
4D0AChc66tH445nZJQqq,We were in the same english class.,TWO-of-US BACK-THEN SAME ENGLISH CLASS,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/4D0AChc66tH445nZJQqq
e5WFBjZIvt8yRZu9WL76,"Whose side are you on, anyway?",WHICH SIDE YOU,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/e5WFBjZIvt8yRZu9WL76
uGsOwLFxKDkdeANGmNi5,Please throw out the garbage,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/uGsOwLFxKDkdeANGmNi5
E6Cx1G4HRsVC5MnZxSue,My work load is so full now,BUSY WORKLOAD NOW,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/E6Cx1G4HRsVC5MnZxSue
Xg7f5zPRmp9oCst21m00,We support everyone within our community.,WE SUPPORT IN OUR COMMUNITY EVERY ONE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Xg7f5zPRmp9oCst21m00
iPV968sDJVnkVEAz2GJE,"Among all my pets, he’s my most favorite.",COMPARE fs-ALL PET fs-HE-IS MY FAVORITE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/iPV968sDJVnkVEAz2GJE
ZGQmbrycm9bjlpi8E4nV,She can’t even stand on her own.,fs-SHE CAN-NOT STAND PROTECT ALONE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ZGQmbrycm9bjlpi8E4nV
A0JnLFzqHf3teuZ7Ch5V,she’s a factory worker.,IX-ONE-s:1 FACTORY WORKER,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/A0JnLFzqHf3teuZ7Ch5V
IvA2qcpgBr9bEa2tbg99,I have to go to work.,ME NEED GO WORK,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/IvA2qcpgBr9bEa2tbg99
IY8YmrfutNknO9EBAUUg,There's no electricity now,no electricity now,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/IY8YmrfutNknO9EBAUUg
Z8tqO67RtsMyd0OQ24GP,that tree has been there for generations.,THAT tree THERE FOR GENERATION,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/Z8tqO67RtsMyd0OQ24GP
eOq2qelv9m2YUhIe0ab2,it’s a major issue for the project.,IX-ONE-s:1 BIG PROBLEM FOR PROJECT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/eOq2qelv9m2YUhIe0ab2
qMkU2dj6Ok6CZMjwEo8t,I have the whole house to myself.,ME HAVE WHOLE HOUSE MYSELF,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/qMkU2dj6Ok6CZMjwEo8t
92VuWYUTq4yDjqQ8db8P,Turn right when you reach the corner,reach corner turn-right,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/92VuWYUTq4yDjqQ8db8P
xoVW0t7nsQcNnGMNFKO9,I love you guys so much!,LOVE YOU fs-GUYS SO-MUCH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/xoVW0t7nsQcNnGMNFKO9
7cms6IAJMCmQ1NHMf5Fn,Their society is holding a fundraiser,"POSS-p:1,2 SOCIETY HOST FUNDRAISE",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/7cms6IAJMCmQ1NHMf5Fn
7h4IMjWzMKrM4RraXtJJ,That's not what I want,NOT WANT THAT ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/7h4IMjWzMKrM4RraXtJJ
zPVL1tPfeXHu2p5STqPf,I have several old clothes i need to donate.,HAVE OLD CLOTHES ME NEED DONATE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/zPVL1tPfeXHu2p5STqPf
YntBEI2VlEIBOffaJ9dg,We want everyone to grow and thrive in their careers.,WE WANT fs-ALL GROW AND fs-THRIVE IN POSS-s:3 JOB,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/YntBEI2VlEIBOffaJ9dg
yMd8ZDvpRdhaYPO8slEb,,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/yMd8ZDvpRdhaYPO8slEb
XWIuuOA0aO4jp7citqT6,A great leader is a great model of how to do things.,GREAT LEADER same great MODEL SHOW HOW THING ACCOMPLISH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/XWIuuOA0aO4jp7citqT6
7vXTvoNFEnWBKE8gQJF1,"Although she felt tired, she still couldn't sleep",ALTHOUGH IX-ONE-s:1 FEEL TIRE IX-ONE-s:1 STILL CANNOT SLEEP,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/7vXTvoNFEnWBKE8gQJF1
baNnVIevcI08ukG5VJ1c,When was the last time you saw them?,"PAST TIME IX-ONE-p:3,4 YOU SEE WHEN",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/baNnVIevcI08ukG5VJ1c
Jr9RkhSVwpU9Kk5yPyXV,"ever since his mom died, he has been cranky and angry at the world.",WHEN POSS-s:1 MOM DIE SINCE IX-ONE-s:1 fs-CRANKY AND ANGRY fs-AT WORLD,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/Jr9RkhSVwpU9Kk5yPyXV
6wG0hzE7bm7ARtEgYxiF,There's no electricity now,NO ELECTRICITY NOW,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/6wG0hzE7bm7ARtEgYxiF
sggfcxACLd7mVpxizGv5,My son can draw a star., my SON CAN DRAW STAR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/sggfcxACLd7mVpxizGv5
wH2nuP5AebgniR3gF8tU,They're together now,"IX-ONE-p:1,2 TOGETHER NOW+",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/wH2nuP5AebgniR3gF8tU
WOrvqkA0TvuRSV2z1SuW,Please stop that,PLEASE STOP THAT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/WOrvqkA0TvuRSV2z1SuW
D9SRWiKPVBuzu5TcyuMO,My wife is away for the weekend, MY WIFE AWAY WEEKEND,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/D9SRWiKPVBuzu5TcyuMO
UHZMOB0dzHJHM36yTbZJ,There are four seasons in a year.,FOUR fs-SEASONS ONE YEAR,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/UHZMOB0dzHJHM36yTbZJ
3G21v3EkSB3nuR5AH50l,Until when will you be away?,UNTIL WHEN YOU WILL fs-AWAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/3G21v3EkSB3nuR5AH50l
OWIpmyjFlwwToU6zbKm8,I still think you should go,need go you me still think,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/OWIpmyjFlwwToU6zbKm8
u0ZFXPf8ZK6fAyvkieHL,This is a great start to learn the English language,great start this learn english,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/u0ZFXPf8ZK6fAyvkieHL
37jgzSgegomKQqcIO9xG,How can we simplify this data?,we  make-easy fs-data can how,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/37jgzSgegomKQqcIO9xG
